id,date, price ,bedrooms,bathrooms,condition,yr_built,zipcode
1483300570,20140908," $905,000 ",4,2.5,3,1946,98040
3422049190,20150330," $247,500 ",3,1.75,3,1967,98032
1099611230,20140912," $199,000 ",4,1.5,4,1975,98023
722079104,20140711," $314,000 ",3,1.75,5,1980,98038
7338200240,20140516," $437,500 ",3,2.5,3,1992,98045
1952200240,20140611," $850,830 ",3,2.5,5,1910,98102
5200100125,20141027," $555,000 ",3,2,4,1929,98117
7214720075,20141212," $699,950 ",3,2.25,4,1983,98077
2450000295,20141007," $1,090,000 ",3,2.5,3,1950,98004
6197800045,20140924," $290,000 ",3,1,3,1954,98058
1328310370,20150402," $375,000 ",3,2.5,4,1978,98058
546000875,20140523," $460,000 ",3,1,4,1939,98117
3530510041,20140723," $188,500 ",2,1.75,4,1985,98198
1853000400,20150305," $680,000 ",4,2.5,4,1991,98077
3134100116,20140827," $470,000 ",5,1.75,4,1942,98052
9545230140,20140725," $597,750 ",4,2.5,3,1984,98027
3362400511,20150304," $570,000 ",3,1.75,5,1905,98103
2525310310,20140916," $272,500 ",3,1.75,4,1980,98038
6126500060,20141124," $329,950 ",3,1.75,3,1971,98108
8961960160,20141028," $480,000 ",4,2.5,3,2001,98001
3626039325,20141121," $740,500 ",3,3.5,3,1900,98117
3362400431,20140626," $518,500 ",3,3.5,3,2010,98103
4060000240,20140623," $205,425 ",2,1,4,1945,98178
3454800060,20150108," $171,800 ",4,2,3,1950,98168
1695900060,20150511," $535,000 ",4,1,4,1925,98144
7278700070,20150102," $660,000 ",3,2.5,3,1964,98177
6675500070,20141119," $391,500 ",3,2,3,1987,98034
3626039187,20150406," $395,000 ",2,1,3,1953,98117
3524049083,20141104," $445,000 ",4,1.75,5,1924,98118
3275860240,20140618," $770,000 ",3,2.25,3,1990,98052
4389200955,20150302," $1,450,000 ",4,2.75,3,1914,98004
4058801670,20140717," $445,000 ",3,2.25,3,1967,98178
8732020310,20140717," $260,000 ",4,2.25,3,1978,98023
2331300505,20140613," $822,500 ",5,3.5,5,1926,98103
7853210060,20150406," $430,000 ",4,2.5,3,2004,98065
3668000070,20150105," $212,000 ",3,1.75,4,1986,98092
9545240070,20150428," $660,500 ",4,2.25,3,1986,98027
1243100136,20140612," $784,000 ",3,3.5,3,1989,98052
8929000270,20140512," $453,246 ",3,2.5,3,2014,98029
2767602356,20150126," $675,000 ",4,3.5,3,2005,98107
921049315,20140813," $199,000 ",3,1.75,4,1956,98003
3655000070,20140805," $220,000 ",4,1.75,3,1968,98003
4027700812,20140529," $452,000 ",4,2.25,4,1968,98028
3992700335,20140707," $382,500 ",2,1,3,1981,98125
2767603505,20140507," $519,950 ",3,2.25,3,2014,98107
4232901525,20140627," $665,000 ",2,1,3,1925,98119
1777500060,20140708," $527,700 ",5,2.5,4,1968,98006
1432900240,20150508," $205,000 ",3,1,4,1962,98058
6140100875,20150415," $420,000 ",3,1,4,1923,98133
6071600370,20150227," $500,000 ",4,2.25,4,1961,98006
1526069017,20141203," $921,500 ",4,2.5,4,1994,98077
809001525,20140625," $890,000 ",4,1,3,1905,98109
3224079105,20140806," $430,000 ",2,2.5,3,2007,98027
8075400570,20141030," $258,000 ",5,2,4,1960,98032
1994200024,20141104," $511,000 ",3,1,3,1947,98103
3362900810,20140820," $532,170 ",3,2,3,1990,98103
1324300398,20150409," $560,000 ",3,1,3,1947,98107
537000445,20150331," $282,950 ",3,1,4,1954,98003
7855801670,20150401," $2,250,000 ",4,3.25,3,2006,98006
7920100045,20140516," $350,000 ",1,1,3,1942,98115
8960000030,20140728," $215,000 ",3,1,4,1967,98058
6388930390,20141120," $650,000 ",5,3.5,3,1996,98056
8731900200,20140807," $320,000 ",4,2.75,3,1967,98023
8029200135,20141113," $247,000 ",3,2,3,1916,98022
1081200350,20141003," $320,000 ",4,1.75,4,1968,98059
84000105,20140507," $255,000 ",5,2.25,3,1962,98146
3756500060,20150309," $438,000 ",3,1.75,3,1962,98034
7215720160,20150304," $900,000 ",3,2.5,3,2000,98075
3574800520,20140620," $441,000 ",3,2.75,3,1979,98034
2617300160,20140812," $420,000 ",3,2,4,1975,98027
2558660270,20141208," $370,000 ",3,1.75,3,1976,98034
2009000370,20150219," $269,950 ",2,1.75,5,1949,98198
1836980160,20150324," $807,100 ",4,2.5,3,1999,98006
3261020370,20140605," $653,000 ",3,2.5,4,1979,98034
1755700060,20140611," $371,500 ",3,2,5,1964,98133
4330600435,20150316," $284,000 ",3,1.75,3,1954,98166
9542800700,20150102," $272,000 ",3,1.75,4,1978,98023
1999700045,20140502," $313,000 ",3,1.5,3,1955,98133
1762600070,20150116," $917,500 ",4,2.5,3,1984,98033
1687900520,20140929," $673,000 ",4,2.25,4,1980,98006
7234600798,20150210," $425,000 ",3,2.5,3,2008,98122
3881900445,20140709," $399,950 ",5,2.75,3,1986,98144
2254502445,20140530," $385,000 ",3,1,3,1901,98122
5437810320,20141117," $269,950 ",3,1.5,4,1975,98022
9158100075,20150107," $330,000 ",2,1,3,1949,98177
3830630310,20140725," $260,000 ",3,2.5,3,1988,98030
8123100045,20150414," $470,000 ",4,3,4,1925,98126
3127200041,20140613," $589,000 ",4,3,5,1961,98034
6661200320,20140723," $163,500 ",2,1.5,3,1996,98038
11510310,20140905," $835,000 ",4,2.75,3,1993,98052
825059270,20141121," $1,100,000 ",5,3,4,1986,98033
8731951370,20150415," $269,000 ",4,1.75,4,1969,98023
1954440060,20140505," $560,000 ",3,2.5,3,1987,98074
2264500350,20150418," $615,000 ",4,1,4,1901,98103
1115810060,20141205," $585,188 ",3,2.25,3,1975,98052
9477200200,20140818," $305,000 ",3,1.75,3,1977,98034
1432600560,20141105," $166,950 ",3,1,3,1959,98058
2287000060,20140912," $799,000 ",3,2.5,4,1959,98040
3663500060,20140625," $400,000 ",3,2.5,4,1962,98133
3996900125,20141201," $230,000 ",3,1,3,1948,98155
7796450200,20140515," $256,883 ",3,2.5,3,2003,98023
7549802535,20141111," $423,000 ",4,2,5,1920,98108
3278600320,20140723," $465,000 ",3,2.5,3,2007,98126
2824079053,20150113," $440,000 ",3,2.5,3,1997,98024
1222069094,20141014," $385,000 ",3,1.75,4,1969,98038
3542300060,20150311," $210,000 ",3,1,4,1943,98056
2222059065,20141112," $297,000 ",3,2.5,3,1994,98042
7551300060,20140716," $470,000 ",3,1,3,1952,98107
100600550,20140804," $226,500 ",3,1.5,4,1976,98023
3211100860,20150303," $274,250 ",3,1,4,1962,98059
3456000310,20140804," $840,000 ",4,1.75,4,1966,98040
9526600140,20140919," $677,900 ",3,2.5,3,2010,98052
7465900060,20150205," $425,000 ",3,1,3,1915,98116
1222000055,20141123," $180,250 ",2,0.75,3,1941,98166
6300000550,20140717," $464,000 ",6,3,3,1920,98133
2310030510,20150422," $320,000 ",4,2.25,3,1993,98038
1025049114,20140717," $625,504 ",3,2.25,3,2014,98105
8677300550,20140515," $592,500 ",4,2.5,3,1983,98074
4014400292,20150114," $465,000 ",3,2.5,3,2005,98001
1102000196,20140527," $477,000 ",4,2.75,3,1978,98118
257000138,20150115," $280,000 ",2,1,3,1923,98168
46100204,20150221,1.51E+06,5,3,3,1957,98040
1909600046,20140703," $445,838 ",3,2.5,3,2000,98146
1250202145,20140828,1.07E+06,2,2.25,3,1947,98144
7611200125,20141023," $467,000 ",2,1.5,4,1947,98177
5611500140,20140822," $686,000 ",4,2.5,3,1999,98075
7138000260,20140605," $279,950 ",3,2,3,1961,98198
626059335,20140904," $527,000 ",4,2.25,3,1987,98011
1922059282,20140918," $325,000 ",3,2.25,4,1966,98030
705700390,20140903," $328,000 ",3,2.25,3,1994,98038
7454001200,20140604," $390,000 ",3,2.25,5,1942,98146
8682281200,20150309," $479,950 ",2,2,3,2005,98053
7972000200,20140529," $264,950 ",4,2.25,4,1978,98023
722059070,20150115," $235,000 ",3,1,4,1961,98031
7202340400,20150303," $516,500 ",3,2.5,3,2004,98053
8096000060,20150413," $655,000 ",2,1.75,3,1915,98166
2424000060,20140616," $500,000 ",4,2.75,5,1960,98059
9264902050,20141121," $315,000 ",6,2.75,3,1978,98023
943100260,20141120," $213,000 ",2,1,3,1961,98024
3677400445,20140902," $475,000 ",3,1.5,5,1947,98108
1762600320,20140610,1.03E+06,5,4,3,1983,98033
4058000060,20150409," $416,000 ",3,2,5,1976,98010
7228500560,20150320," $410,000 ",4,1,3,1904,98122
326069104,20140701," $800,000 ",3,3.5,3,1993,98077
5152100060,20140529," $472,000 ",6,2.5,4,1965,98003
3584000310,20141208," $225,000 ",3,1.75,4,1968,98003
8150100045,20141001," $210,000 ",2,1,3,1940,98126
1868901275,20150127," $455,000 ",2,1,2,1925,98115
6131600075,20150427," $225,000 ",3,1,4,1954,98002
9468200125,20140826," $480,000 ",2,1,4,1918,98103
8029510030,20150212," $363,000 ",3,2.5,3,1990,98023
2025069065,20140929," $2,400,000 ",4,2.5,3,2000,98074
7899800890,20150226," $181,000 ",2,1.5,3,1954,98106
3021059276,20150314," $250,000 ",4,2,4,1976,98002
3797001895,20150422," $481,000 ",3,1.75,4,1918,98103
3832710960,20140923," $260,000 ",3,2,4,1978,98032
1310430400,20140513," $455,000 ",4,2.5,3,2001,98058
1422300030,20150401," $415,000 ",3,2.25,3,1991,98045
1105000588,20150421," $349,500 ",3,1,3,1953,98118
3830630060,20140929," $245,000 ",3,2.5,3,1987,98030
5101404898,20140519," $592,500 ",2,2,5,1928,98115
7972601890,20141020," $385,000 ",4,1.75,4,1955,98106
5127001620,20150211," $315,000 ",3,1.75,4,1974,98059
9407100800,20141124," $255,000 ",3,1,3,1979,98045
1873100060,20140829," $693,000 ",4,2.5,3,2006,98052
8722101360,20141202," $780,000 ",3,1,3,1911,98112
8644000060,20141024," $237,000 ",3,1.75,4,1960,98198
3325069129,20141216," $525,000 ",3,2.25,3,1979,98074
1400300055,20150428," $425,000 ",2,1,3,1930,98144
2123039032,20141027," $369,900 ",1,0.75,5,1936,98070
8078560140,20140519," $290,000 ",4,2.5,4,1988,98031
3438500192,20140929," $285,000 ",3,1,3,1954,98106
7974200510,20140814," $415,000 ",2,1,3,1937,98115
2557000400,20150409," $272,500 ",3,2.5,3,1979,98023
7960900060,20150504," $2,900,000 ",4,3.25,3,1982,98004
4054500390,20141007,1.37E+06,4,4.75,4,1989,98077
6378500125,20150501," $436,000 ",2,1,4,1939,98133
1745100140,20141017," $210,000 ",3,1,4,1967,98003
2976800796,20140925," $236,000 ",3,1,3,1961,98178
4235400186,20141124," $331,000 ",3,1.75,3,1954,98199
4215100060,20150320," $365,000 ",3,2.5,3,2006,98031
9189700045,20150127," $450,000 ",3,2,5,1960,98058
1126049053,20141113," $770,000 ",4,2.75,3,2014,98028
2022069200,20150505," $455,000 ",4,2.5,3,1997,98038
9412900055,20150505," $405,000 ",3,1.75,3,1908,98118
1722059235,20140703," $304,900 ",4,1.75,4,1969,98031
6874200960,20150227," $170,000 ",2,1,3,1931,98178
7424700045,20150513,2.05E+06,5,3,5,1905,98122
7202360350,20140630," $780,000 ",4,2.5,3,2005,98053
5634500392,20150410," $330,000 ",3,3,4,1988,98028
1509500060,20140905," $370,000 ",4,2.5,3,1992,98030
7214810350,20141017," $467,000 ",5,2.25,3,1979,98072
6647200060,20150209," $405,000 ",3,1.75,3,1980,98034
9552700140,20140702," $675,000 ",5,2.25,3,1985,98006
2200500350,20140812," $500,000 ",2,1,4,1954,98006
6113400046,20140723," $389,999 ",4,2.5,4,1968,98166
6619910140,20150224," $630,000 ",4,1.75,4,1975,98034
1115450240,20141022," $360,000 ",4,2.5,3,1992,98001
6073240060,20141002," $580,000 ",4,3,3,1986,98056
9297300045,20140709," $550,000 ",3,2,5,1929,98126
9510920070,20140710," $879,000 ",4,2.5,3,1994,98075
5468730030,20140822," $265,000 ",3,2,3,1993,98042
8079030390,20150304," $446,500 ",3,2.5,3,1990,98059
600000152,20140602," $404,000 ",3,1.5,3,1963,98108
1840000030,20140529," $267,500 ",3,1.75,3,1957,98188
3225069065,20140624," $3,080,000 ",4,5,3,2002,98074
3260800030,20140811," $335,000 ",3,2.5,3,1998,98003
2747100024,20140619," $576,000 ",3,2.5,4,1948,98117
5104530560,20150401," $208,633 ",3,2.5,3,2006,98038
4330600350,20150115," $315,000 ",3,2.25,4,1964,98166
5016001535,20150217," $725,000 ",3,1.75,4,1913,98112
7280300196,20150403," $550,000 ",4,2.75,4,1965,98177
8651520400,20140612," $610,750 ",4,2.25,3,1984,98074
7171200445,20150228," $550,700 ",2,1,4,1908,98105
3204800200,20150108," $665,000 ",4,2.75,5,1960,98056
3416600800,20150209," $834,000 ",4,2.5,5,1928,98144
7994700030,20141023," $201,000 ",5,1.75,3,1915,98065
1860600135,20140502," $2,380,000 ",5,2.5,5,1921,98119
4139480200,20140618,1.38E+06,4,3.25,3,1997,98006
4139480200,20141209,1.40E+06,4,3.25,3,1997,98006
1328320800,20141105," $305,000 ",4,2.25,3,1979,98058
7771300125,20150408," $487,000 ",3,2,5,1948,98133
3422059208,20150511," $390,000 ",3,2.5,4,1988,98042
9521101455,20140723," $548,000 ",2,1,4,1916,98103
4337000335,20141122," $268,750 ",4,1,3,1943,98166
325059286,20140513," $819,900 ",5,2.75,3,2013,98052
2597650240,20141023," $520,000 ",3,2.25,3,1984,98027
3353400435,20140721," $230,000 ",3,2,3,2003,98001
7972000240,20150202," $240,000 ",3,1.75,3,1969,98023
7520000520,20140905," $232,000 ",2,1,3,1922,98146
7520000520,20150311," $240,500 ",2,1,3,1922,98146
3530210260,20141027," $274,975 ",3,2.5,3,1987,98077
1959700550,20140905," $740,000 ",4,2,4,1922,98102
1665400045,20150428," $186,375 ",3,1,2,1952,98166
9542850320,20140725," $790,000 ",3,2.25,4,1977,98005
3179100060,20140916," $880,000 ",4,3.5,3,1951,98105
2946001550,20150416," $279,000 ",6,1.75,4,1955,98198
8078490390,20140729," $295,000 ",3,2,3,1991,98022
9550201550,20150408," $640,000 ",2,1,3,1924,98103
191100045,20140703," $940,000 ",4,2,5,1968,98040
5009600070,20141007," $260,000 ",4,2.5,3,2003,98038
200350070,20140602," $559,900 ",3,2.75,3,2004,98072
2877103726,20140722," $791,500 ",4,2,5,1911,98103
405100295,20140826," $265,000 ",3,1.75,3,1954,98133
4268200055,20150501," $245,000 ",3,1.75,3,1954,98178
3126069068,20150424," $485,000 ",4,1.75,4,1962,98052
1115300070,20141106," $684,000 ",4,3.5,3,2010,98059
6414100671,20140909," $425,000 ",3,1.75,3,1957,98125
7004200060,20141017," $309,600 ",4,1.75,4,1991,98070
7852110140,20140718," $552,250 ",4,2.5,3,2002,98065
3969300030,20140723," $165,000 ",4,1,3,1943,98178
3969300030,20141229," $239,900 ",4,1,3,1943,98178
4048400070,20141205," $320,000 ",2,1,4,1930,98059
808000070,20141021," $206,600 ",3,2,4,1987,98030
7374200030,20150416," $387,000 ",4,1.75,3,1973,98155
7325600160,20140604," $299,000 ",1,0.75,3,1967,98014
2757000030,20140922," $855,000 ",4,2.75,3,1965,98040
616000140,20150126," $315,000 ",3,1,4,1954,98166
3363900111,20141203," $437,500 ",2,1,5,1907,98103
9262800171,20150324," $252,000 ",4,1.5,4,1969,98001
6607000126,20140604," $375,000 ",4,1.75,5,1955,98118
5416510830,20140806," $300,000 ",4,2.5,3,2005,98038
2201500030,20141006," $420,000 ",4,1,4,1954,98006
325059171,20140505," $900,000 ",3,1,3,1928,98033
952003285,20140805," $679,900 ",3,2.5,3,2000,98116
3211290370,20140605," $463,000 ",3,2.5,3,1992,98053
1072010350,20140828," $380,000 ",5,2.5,4,1978,98059
8856950070,20141210," $329,500 ",4,2.5,3,1994,98038
925059078,20140819," $604,950 ",3,2.5,3,2013,98033
7855801090,20140917," $795,000 ",5,2.5,4,1966,98006
723099065,20150130," $465,000 ",3,2,3,1994,98045
6116500075,20150326," $673,000 ",4,2.5,3,2002,98166
1118500030,20141001," $810,000 ",4,2.5,3,1991,98074
424069250,20150423," $785,000 ",4,2.75,4,1989,98075
3291800710,20141120," $338,000 ",4,3,3,1986,98056
6838700060,20141204," $280,000 ",3,2.25,3,1993,98056
2231500030,20141001," $315,000 ",4,2.25,5,1954,98133
2231500030,20150324," $530,000 ",4,2.25,5,1954,98133
7683900200,20141223," $380,000 ",5,3,3,2004,98023
8155830060,20140811," $297,000 ",3,2.25,3,1994,98056
98020310,20140520," $730,000 ",4,2.5,3,2004,98075
9423400140,20140609," $450,000 ",3,1.75,3,1940,98125
1545804860,20141027," $275,000 ",3,3,3,1997,98038
2883200160,20150429," $595,000 ",4,2,3,1960,98115
7132300695,20150421," $435,000 ",3,1.5,3,1904,98144
1726059053,20140916," $270,000 ",2,1.5,1,1954,98011
624111000,20140805," $950,000 ",3,3,3,1986,98077
808300310,20150313," $389,000 ",4,2.25,3,2001,98019
8563040160,20150121," $560,000 ",4,2.25,3,1968,98052
713500030,20140728,1.35E+06,5,3.5,3,1998,98006
8651600160,20141111," $799,000 ",4,2.25,4,1969,98040
9517200030,20140625," $365,500 ",3,2,4,1983,98072
2460700700,20140515," $252,350 ",3,2,3,1979,98058
1223039290,20140905," $403,950 ",4,2.5,3,1993,98146
2890100060,20140801," $385,000 ",4,1.5,3,1954,98177
7972600860,20141210," $345,000 ",4,1,3,1957,98106
8857320070,20140917," $490,000 ",3,2.75,4,1979,98008
4047200695,20140618," $330,000 ",3,2.5,3,2005,98019
1653500070,20140512," $927,000 ",4,2.75,3,1953,98004
1923000030,20140728,1.12E+06,4,2.5,4,1983,98040
3649100320,20150430," $330,000 ",2,1,5,1950,98028
7375300160,20150309," $530,000 ",5,2.25,4,1958,98008
5175800060,20140623," $365,000 ",4,2,1,1962,98006
1604601375,20140619," $378,750 ",3,2.5,3,1909,98118
2473251090,20140619," $269,900 ",4,1.75,4,1968,98058
9126100861,20150306," $557,000 ",3,3.5,3,2008,98122
3420069065,20140825," $360,000 ",4,1.75,4,1974,98022
6021501685,20150422," $352,000 ",2,1,4,1937,98117
1151100070,20150224," $437,000 ",3,2.5,3,1994,98045
8856950240,20140618," $322,500 ",4,2.5,3,1994,98038
9385200055,20140912," $650,000 ",3,3.25,3,2001,98116
7821200390,20140806," $450,000 ",3,2,3,2001,98103
8078520310,20150417," $278,500 ",3,2,3,1998,98092
1565950030,20150427," $364,950 ",4,2.5,3,1995,98055
1560930070,20140911," $840,000 ",4,3.5,4,1986,98038
6700400140,20150318," $268,000 ",3,2.5,3,1991,98031
2422029094,20140716," $517,534 ",2,1,3,2006,98070
1774220160,20141104," $632,925 ",3,2.5,4,1978,98077
1525200060,20140723," $577,500 ",3,2.5,3,1995,98034
1678400105,20150212," $339,000 ",4,1.5,3,1920,98178
3426059070,20140909," $570,000 ",3,1.75,4,1967,98052
824079032,20140626," $563,500 ",4,1.75,3,1964,98024
2697100140,20150105," $423,000 ",4,2.25,5,1962,98133
8724300030,20141223," $355,000 ",3,2.25,3,2012,98019
8678500060,20140710,1.55E+06,5,4.25,3,1999,98024
625049299,20141203," $482,000 ",2,1,3,1941,98103
6073200075,20140730," $625,000 ",3,1.75,5,1955,98006
6388900710,20141219," $538,000 ",3,2.5,3,1988,98056
1442860160,20150107," $380,000 ",3,2.5,4,1985,98058
7942600310,20140717," $375,000 ",2,1,3,1909,98122
1545808560,20150403," $245,000 ",3,2.5,5,1996,98038
936000060,20141114," $310,000 ",5,1.75,4,1947,98166
9808650060,20150225,1.30E+06,3,2,4,1976,98004
3754700160,20140506," $397,000 ",4,2,3,1971,98034
305500140,20150512," $365,000 ",3,2.5,3,2005,98058
5468750060,20141028," $328,500 ",4,3,3,1990,98042
2944010240,20140908," $988,000 ",4,3,3,1987,98052
3454000060,20140722,1.00E+06,4,2.5,5,1922,98103
646910160,20140903," $237,000 ",3,2.5,3,2005,98055
8564950390,20140919," $525,000 ",4,2.5,3,2003,98011
2268400350,20140916," $749,000 ",4,2.5,3,1976,98006
7504101040,20140821," $722,500 ",5,2.5,3,1983,98074
11500890,20150312," $843,000 ",3,2.5,3,1991,98052
9528102772,20140708," $438,000 ",2,2,3,2000,98115
284000223,20140916," $578,000 ",3,1.75,3,1977,98146
3353401710,20140923," $227,950 ",3,1.5,5,1954,98001
8159610030,20140722," $196,000 ",3,2.25,3,1974,98001
3179100435,20140715," $641,000 ",2,1,3,1953,98105
822079033,20150422," $350,000 ",3,1.5,4,1980,98038
8857600960,20140819," $205,000 ",3,1,4,1960,98032
1774000200,20141202," $400,000 ",3,1.75,3,1968,98072
2024069128,20141110,1.03E+06,3,2.5,3,2005,98027
1049010390,20150319," $505,000 ",3,2,3,1972,98034
7905370390,20141009," $475,000 ",5,2.5,3,1975,98034
4140090240,20141105," $520,000 ",3,2.25,5,1977,98028
4055700030,20150502," $1,450,000 ",3,4.5,3,1977,98034
3775300030,20141231," $333,500 ",3,1.75,3,1965,98011
2525300030,20150222," $232,000 ",3,1,4,1976,98038
1324059104,20150421," $691,100 ",3,2.75,4,1983,98006
2287000030,20141014," $811,000 ",3,1.75,4,1960,98040
7702010030,20140520," $551,000 ",3,2.5,3,2001,98028
1529200340,20150108," $496,500 ",3,2.5,3,1994,98072
2122039094,20141126," $705,000 ",3,3,4,1980,98070
1742800030,20140612," $578,000 ",4,2.5,5,1966,98055
1796360350,20150128," $255,000 ",3,1.75,5,1986,98042
6154500070,20140626,1.05E+06,4,3.5,3,2007,98006
1843100340,20150305," $348,000 ",3,2.25,4,1989,98042
8944290160,20141104," $230,000 ",3,2,3,1985,98031
4166600473,20141209," $359,500 ",4,2.25,3,1988,98023
7282300125,20141112," $330,000 ",3,1,3,1953,98133
8658300340,20140523," $80,000 ",1,0.75,2,1912,98014
2419600075,20141201," $465,000 ",3,1.75,3,1954,98133
2621760350,20141015," $325,000 ",4,2.5,3,1997,98042
1723049270,20150107," $340,500 ",3,2,4,1947,98168
4123840310,20150106," $342,500 ",3,2.5,3,1993,98038
2172000075,20140623," $290,900 ",2,2,3,1930,98178
8651611170,20150213," $868,700 ",3,4.25,3,2000,98074
8820902200,20141113,1.20E+06,4,2.75,3,1928,98125
8651610890,20141014,1.15E+06,4,3.25,3,2000,98074
1853080570,20140811," $859,900 ",4,2.75,3,2011,98074
